# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Aug 22 10:56:12 2023
#
# User preference: *
#
# COLUMN hostname:       Host Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
#
hostname,discoverymethod,disc_year,disc_facility
HD 137496,Transit,2021,K2
HD 137496,Radial Velocity,2021,Multiple Observatories
HD 13808,Radial Velocity,2021,La Silla Observatory
HD 13808,Radial Velocity,2021,La Silla Observatory
HD 13908,Radial Velocity,2013,Haute-Provence Observatory
HD 13908,Radial Velocity,2013,Haute-Provence Observatory
HD 13931,Radial Velocity,2009,W. M. Keck Observatory
HD 13931,Radial Velocity,2009,W. M. Keck Observatory
HD 13931,Radial Velocity,2009,W. M. Keck Observatory
HD 13931,Radial Velocity,2009,W. M. Keck Observatory
HD 13931,Radial Velocity,2009,W. M. Keck Observatory
HD 139357,Radial Velocity,2008,Thueringer Landessternwarte Tautenburg
HD 139357,Radial Velocity,2008,Thueringer Landessternwarte Tautenburg
HD 139357,Radial Velocity,2008,Thueringer Landessternwarte Tautenburg
HD 1397,Transit,2018,Transiting Exoplanet Survey Satellite (TESS)
HD 1397,Transit,2018,Transiting Exoplanet Survey Satellite (TESS)
HD 1397,Transit,2018,Transiting Exoplanet Survey Satellite (TESS)
HD 1397,Transit,2018,Transiting Exoplanet Survey Satellite (TESS)
HD 14067,Radial Velocity,2014,Okayama Astrophysical Observatory
HD 14067,Radial Velocity,2014,Okayama Astrophysical Observatory
HD 14067,Radial Velocity,2014,Okayama Astrophysical Observatory
HD 14067,Radial Velocity,2014,Okayama Astrophysical Observatory
HD 140901,Radial Velocity,2022,Multiple Observatories
HD 140901,Radial Velocity,2022,Multiple Observatories
HD 141004,Radial Velocity,2021,Multiple Observatories
HD 141399,Radial Velocity,2014,Multiple Observatories
HD 141399,Radial Velocity,2014,Multiple Observatories
HD 141399,Radial Velocity,2014,Multiple Observatories
HD 141399,Radial Velocity,2014,Multiple Observatories
HD 141399,Radial Velocity,2014,Multiple Observatories
HD 141399,Radial Velocity,2014,Multiple Observatories
HD 141399,Radial Velocity,2014,Multiple Observatories
HD 141399,Radial Velocity,2014,Multiple Observatories
HD 141399,Radial Velocity,2014,Multiple Observatories
HD 141399,Radial Velocity,2014,Multiple Observatories
HD 141399,Radial Velocity,2014,Multiple Observatories
HD 141399,Radial Velocity,2014,Multiple Observatories
HD 141937,Radial Velocity,2002,La Silla Observatory
HD 141937,Radial Velocity,2002,La Silla Observatory
HD 141937,Radial Velocity,2002,La Silla Observatory
HD 142,Radial Velocity,2022,Multiple Observatories
HD 142,Radial Velocity,2001,Anglo-Australian Telescope
HD 142,Radial Velocity,2001,Anglo-Australian Telescope
HD 142,Radial Velocity,2001,Anglo-Australian Telescope
HD 142,Radial Velocity,2001,Anglo-Australian Telescope
HD 142,Radial Velocity,2012,Anglo-Australian Telescope
HD 142,Radial Velocity,2012,Anglo-Australian Telescope
HD 142022 A,Radial Velocity,2005,La Silla Observatory
HD 142022 A,Radial Velocity,2005,La Silla Observatory
HD 142022 A,Radial Velocity,2005,La Silla Observatory
HD 142245,Radial Velocity,2011,W. M. Keck Observatory
HD 142245,Radial Velocity,2011,W. M. Keck Observatory
HD 142415,Radial Velocity,2003,La Silla Observatory
HD 142415,Radial Velocity,2003,La Silla Observatory
HD 143105,Radial Velocity,2016,Haute-Provence Observatory
HD 143361,Radial Velocity,2008,Las Campanas Observatory
HD 143361,Radial Velocity,2008,Las Campanas Observatory
HD 143361,Radial Velocity,2008,Las Campanas Observatory
HD 143361,Radial Velocity,2008,Las Campanas Observatory
HD 143361,Radial Velocity,2008,Las Campanas Observatory
HD 144899,Radial Velocity,2022,Multiple Observatories
HD 145377,Radial Velocity,2008,La Silla Observatory
HD 145377,Radial Velocity,2008,La Silla Observatory
HD 145457,Radial Velocity,2010,Subaru Telescope
HD 145457,Radial Velocity,2010,Subaru Telescope
HD 145457,Radial Velocity,2010,Subaru Telescope
14 Her,Radial Velocity,2021,Multiple Observatories
14 Her,Radial Velocity,2021,Multiple Observatories
HD 145934,Radial Velocity,2015,W. M. Keck Observatory
HD 145934,Radial Velocity,2015,W. M. Keck Observatory
HD 145934,Radial Velocity,2015,W. M. Keck Observatory
HD 1461,Radial Velocity,2010,W. M. Keck Observatory
HD 1461,Radial Velocity,2010,W. M. Keck Observatory
HD 1461,Radial Velocity,2010,W. M. Keck Observatory
HD 1461,Radial Velocity,2010,W. M. Keck Observatory
HD 1461,Radial Velocity,2015,La Silla Observatory
HD 1461,Radial Velocity,2015,La Silla Observatory
HD 147018,Radial Velocity,2009,La Silla Observatory
HD 147018,Radial Velocity,2009,La Silla Observatory
HD 147379,Radial Velocity,2017,Calar Alto Observatory
HD 147379,Radial Velocity,2017,Calar Alto Observatory
HD 147379,Radial Velocity,2017,Calar Alto Observatory
HD 147513,Radial Velocity,2003,La Silla Observatory
HD 14787,Radial Velocity,2018,W. M. Keck Observatory
HD 147873,Radial Velocity,2016,Multiple Observatories
HD 147873,Radial Velocity,2016,Multiple Observatories
HD 148156,Radial Velocity,2009,La Silla Observatory
HD 148164,Radial Velocity,2018,W. M. Keck Observatory
HD 148164,Radial Velocity,2018,W. M. Keck Observatory
HD 148427,Radial Velocity,2009,Lick Observatory
HD 148427,Radial Velocity,2009,Lick Observatory
HD 149026,Radial Velocity,2005,Subaru Telescope
HD 149026,Radial Velocity,2005,Subaru Telescope
HD 149026,Radial Velocity,2005,Subaru Telescope
HD 149026,Radial Velocity,2005,Subaru Telescope
HD 149026,Radial Velocity,2005,Subaru Telescope
HD 149026,Radial Velocity,2005,Subaru Telescope
HD 149026,Radial Velocity,2005,Subaru Telescope
HD 149026,Radial Velocity,2005,Subaru Telescope
HD 149026,Radial Velocity,2005,Subaru Telescope
HD 149026,Radial Velocity,2005,Subaru Telescope
HD 149026,Radial Velocity,2005,Subaru Telescope
HD 149143,Radial Velocity,2005,Haute-Provence Observatory
HD 149143,Radial Velocity,2005,Haute-Provence Observatory
HD 149143,Radial Velocity,2005,Haute-Provence Observatory
HD 149143,Radial Velocity,2005,Haute-Provence Observatory
HD 149806,Radial Velocity,2022,Multiple Observatories
HD 150010,Radial Velocity,2022,Bohyunsan Optical Astronomical Observatory
HD 1502,Radial Velocity,2011,W. M. Keck Observatory
HD 1502,Radial Velocity,2011,W. M. Keck Observatory
HD 150706,Radial Velocity,2012,Haute-Provence Observatory
HD 150706,Radial Velocity,2012,Haute-Provence Observatory
HD 151450,Radial Velocity,2022,Multiple Observatories
HD 151450,Radial Velocity,2022,Multiple Observatories
HD 152079,Radial Velocity,2009,Las Campanas Observatory
HD 152079,Radial Velocity,2009,Las Campanas Observatory
HD 152079,Radial Velocity,2009,Las Campanas Observatory
HD 152581,Radial Velocity,2011,W. M. Keck Observatory
HD 152581,Radial Velocity,2011,W. M. Keck Observatory
HD 152581,Radial Velocity,2011,W. M. Keck Observatory
HD 152843,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
HD 152843,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
HD 152843,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
HD 15337,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
HD 15337,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
HD 15337,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
HD 15337,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
HD 15337,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
HD 15337,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
HD 153557,Radial Velocity,2022,Multiple Observatories
HD 153557,Radial Velocity,2022,Multiple Observatories
HD 153557,Radial Velocity,2022,Multiple Observatories
HD 153950,Radial Velocity,2008,La Silla Observatory
HD 153950,Radial Velocity,2008,La Silla Observatory
HD 154088,Radial Velocity,2021,La Silla Observatory
HD 154345,Radial Velocity,2006,W. M. Keck Observatory
HD 154345,Radial Velocity,2006,W. M. Keck Observatory
HD 154345,Radial Velocity,2006,W. M. Keck Observatory
HD 154345,Radial Velocity,2006,W. M. Keck Observatory
HD 154345,Radial Velocity,2006,W. M. Keck Observatory
HD 154345,Radial Velocity,2006,W. M. Keck Observatory
HD 154672,Radial Velocity,2008,Las Campanas Observatory
HD 154672,Radial Velocity,2008,Las Campanas Observatory
HD 154672,Radial Velocity,2008,Las Campanas Observatory
HD 154857,Radial Velocity,2004,Anglo-Australian Telescope
HD 154857,Radial Velocity,2004,Anglo-Australian Telescope
HD 154857,Radial Velocity,2004,Anglo-Australian Telescope
HD 154857,Radial Velocity,2014,Anglo-Australian Telescope
HD 155193,Radial Velocity,2021,Haute-Provence Observatory
HD 155358,Radial Velocity,2007,McDonald Observatory
HD 155358,Radial Velocity,2007,McDonald Observatory
HD 155358,Radial Velocity,2007,McDonald Observatory
HD 155918,Radial Velocity,2022,Multiple Observatories
HD 155918,Radial Velocity,2022,Multiple Observatories
HD 156098,Radial Velocity,2022,Multiple Observatories
HD 156098,Radial Velocity,2022,Multiple Observatories
HD 156279,Radial Velocity,2011,Haute-Provence Observatory
HD 156279,Radial Velocity,2011,Haute-Provence Observatory
HD 156279,Radial Velocity,2011,Haute-Provence Observatory
HD 156279,Radial Velocity,2011,Haute-Provence Observatory
HD 156279,Radial Velocity,2018,W. M. Keck Observatory
HD 156279,Radial Velocity,2018,W. M. Keck Observatory
HD 156279,Radial Velocity,2018,W. M. Keck Observatory
HD 156411,Radial Velocity,2009,La Silla Observatory
HD 156668,Radial Velocity,2010,W. M. Keck Observatory
HD 156668,Radial Velocity,2010,W. M. Keck Observatory
HD 156668,Radial Velocity,2010,W. M. Keck Observatory
HD 156668,Radial Velocity,2021,Multiple Observatories
HD 156846,Radial Velocity,2007,La Silla Observatory
HD 156846,Radial Velocity,2007,La Silla Observatory
HD 156846,Radial Velocity,2007,La Silla Observatory
HD 158038,Radial Velocity,2011,W. M. Keck Observatory
HD 158038,Radial Velocity,2011,W. M. Keck Observatory
HD 158259,Radial Velocity,2020,Haute-Provence Observatory
HD 158259,Radial Velocity,2020,Haute-Provence Observatory
HD 158259,Radial Velocity,2020,Haute-Provence Observatory
HD 158259,Radial Velocity,2020,Haute-Provence Observatory
HD 158259,Radial Velocity,2020,Haute-Provence Observatory
HD 158259,Radial Velocity,2020,Haute-Provence Observatory
HD 158996,Radial Velocity,2018,Bohyunsan Optical Astronomical Observatory
HD 15906,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
HD 15906,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
HD 15906,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
HD 159243,Radial Velocity,2013,Haute-Provence Observatory
HD 159243,Radial Velocity,2013,Haute-Provence Observatory
HD 159868,Radial Velocity,2006,Anglo-Australian Telescope
HD 159868,Radial Velocity,2006,Anglo-Australian Telescope
HD 159868,Radial Velocity,2006,Anglo-Australian Telescope
HD 159868,Radial Velocity,2006,Anglo-Australian Telescope
HD 159868,Radial Velocity,2012,Anglo-Australian Telescope
HD 159868,Radial Velocity,2012,Anglo-Australian Telescope
HD 1605,Radial Velocity,2015,Multiple Observatories
HD 1605,Radial Velocity,2015,Multiple Observatories
HD 1605,Radial Velocity,2015,Multiple Observatories
HD 1605,Radial Velocity,2015,Multiple Observatories
HD 1605,Radial Velocity,2015,Multiple Observatories
HD 160691,Radial Velocity,2000,Anglo-Australian Telescope
HD 160691,Radial Velocity,2000,Anglo-Australian Telescope
HD 160691,Radial Velocity,2000,Anglo-Australian Telescope
HD 160691,Radial Velocity,2000,Anglo-Australian Telescope
HD 160691,Radial Velocity,2000,Anglo-Australian Telescope
HD 160691,Radial Velocity,2000,Anglo-Australian Telescope
HD 160691,Radial Velocity,2004,Anglo-Australian Telescope
HD 160691,Radial Velocity,2004,Anglo-Australian Telescope
HD 160691,Radial Velocity,2004,Anglo-Australian Telescope
HD 160691,Radial Velocity,2004,Anglo-Australian Telescope
HD 160691,Radial Velocity,2004,La Silla Observatory
HD 160691,Radial Velocity,2004,La Silla Observatory
HD 160691,Radial Velocity,2004,La Silla Observatory
HD 160691,Radial Velocity,2004,La Silla Observatory
HD 160691,Radial Velocity,2006,La Silla Observatory
HD 160691,Radial Velocity,2006,La Silla Observatory
HD 160691,Radial Velocity,2006,La Silla Observatory
HD 161178,Radial Velocity,2021,Okayama Astrophysical Observatory
HD 16141,Radial Velocity,2000,W. M. Keck Observatory
HD 16141,Radial Velocity,2000,W. M. Keck Observatory
HD 16141,Radial Velocity,2000,W. M. Keck Observatory
HD 16175,Radial Velocity,2009,Lick Observatory
HD 16175,Radial Velocity,2009,Lick Observatory
HD 16175,Radial Velocity,2009,Lick Observatory
HD 16175,Radial Velocity,2009,Lick Observatory
HD 162020,Radial Velocity,2002,La Silla Observatory
HD 162020,Radial Velocity,2002,La Silla Observatory
HD 163607,Radial Velocity,2010,W. M. Keck Observatory
HD 163607,Radial Velocity,2010,W. M. Keck Observatory
HD 163607,Radial Velocity,2010,W. M. Keck Observatory
HD 163607,Radial Velocity,2010,W. M. Keck Observatory
HD 163607,Radial Velocity,2010,W. M. Keck Observatory
HD 163607,Radial Velocity,2010,W. M. Keck Observatory
HD 16417,Radial Velocity,2008,Anglo-Australian Telescope
HD 164509,Radial Velocity,2010,W. M. Keck Observatory
HD 164509,Radial Velocity,2010,W. M. Keck Observatory
HD 164595,Radial Velocity,2015,Haute-Provence Observatory
HD 164604,Radial Velocity,2009,Las Campanas Observatory
HD 164604,Radial Velocity,2009,Las Campanas Observatory
HD 164922,Radial Velocity,2005,W. M. Keck Observatory
HD 164922,Radial Velocity,2005,W. M. Keck Observatory
HD 164922,Radial Velocity,2005,W. M. Keck Observatory
HD 164922,Radial Velocity,2005,W. M. Keck Observatory
HD 164922,Radial Velocity,2005,W. M. Keck Observatory
HD 164922,Radial Velocity,2016,Multiple Observatories
HD 164922,Radial Velocity,2016,Multiple Observatories
HD 164922,Radial Velocity,2016,Multiple Observatories
HD 164922,Radial Velocity,2020,Roque de los Muchachos Observatory
HD 164922,Radial Velocity,2020,Roque de los Muchachos Observatory
HD 164922,Radial Velocity,2021,Multiple Observatories
HD 165131,Radial Velocity,2023,Multiple Facilities
HD 165155,Radial Velocity,2016,Multiple Observatories
HD 1666,Radial Velocity,2015,Multiple Observatories
HD 166724,Radial Velocity,2012,La Silla Observatory
HD 166724,Radial Velocity,2012,La Silla Observatory
HD 167042,Radial Velocity,2007,Lick Observatory
HD 167042,Radial Velocity,2007,Lick Observatory
HD 167042,Radial Velocity,2007,Lick Observatory
HD 167677,Radial Velocity,2023,Multiple Facilities
HD 167768,Radial Velocity,2022,Okayama Astrophysical Observatory
HD 168009,Radial Velocity,2021,Multiple Observatories
HD 168443,Radial Velocity,1998,W. M. Keck Observatory
HD 168443,Radial Velocity,1998,W. M. Keck Observatory
HD 168443,Radial Velocity,1998,W. M. Keck Observatory
HD 168443,Radial Velocity,1998,W. M. Keck Observatory
HD 168443,Radial Velocity,1998,W. M. Keck Observatory
HD 168443,Radial Velocity,1998,W. M. Keck Observatory
HD 168443,Radial Velocity,2000,W. M. Keck Observatory
HD 168443,Radial Velocity,2000,W. M. Keck Observatory
HD 168443,Radial Velocity,2000,W. M. Keck Observatory
HD 168443,Radial Velocity,2000,W. M. Keck Observatory
HD 168443,Radial Velocity,2000,W. M. Keck Observatory
HD 168443,Radial Velocity,2000,W. M. Keck Observatory
HD 168746,Radial Velocity,2002,La Silla Observatory
HD 168746,Radial Velocity,2002,La Silla Observatory
HD 168746,Radial Velocity,2002,La Silla Observatory
HD 168746,Radial Velocity,2002,La Silla Observatory
HD 168863,Radial Velocity,2022,Multiple Observatories
HD 1690,Radial Velocity,2010,La Silla Observatory
HD 1690,Radial Velocity,2010,La Silla Observatory
HD 16905,Radial Velocity,2022,Multiple Observatories
HD 169142,Imaging,2023,Paranal Observatory
HD 169830,Radial Velocity,2000,La Silla Observatory
HD 169830,Radial Velocity,2000,La Silla Observatory
HD 169830,Radial Velocity,2000,La Silla Observatory
HD 169830,Radial Velocity,2000,La Silla Observatory
HD 169830,Radial Velocity,2003,La Silla Observatory
HD 169830,Radial Velocity,2003,La Silla Observatory
HD 169830,Radial Velocity,2003,La Silla Observatory
HD 169830,Radial Velocity,2003,La Silla Observatory
HD 170469,Radial Velocity,2007,W. M. Keck Observatory
HD 170469,Radial Velocity,2007,W. M. Keck Observatory
HD 170469,Radial Velocity,2007,W. M. Keck Observatory
HD 17092,Radial Velocity,2007,McDonald Observatory
HD 17092,Radial Velocity,2007,McDonald Observatory
HD 17092,Radial Velocity,2007,McDonald Observatory
HD 171028,Radial Velocity,2007,La Silla Observatory
HD 171028,Radial Velocity,2007,La Silla Observatory
HD 171238,Radial Velocity,2009,La Silla Observatory
HD 171238,Radial Velocity,2009,La Silla Observatory
HD 171238,Radial Velocity,2009,La Silla Observatory
HD 17156,Radial Velocity,2007,Subaru Telescope
HD 17156,Radial Velocity,2007,Subaru Telescope
HD 17156,Radial Velocity,2007,Subaru Telescope
HD 17156,Radial Velocity,2007,Subaru Telescope
HD 17156,Radial Velocity,2007,Subaru Telescope
HD 17156,Radial Velocity,2007,Subaru Telescope
HD 17156,Radial Velocity,2007,Subaru Telescope
HD 17156,Radial Velocity,2007,Subaru Telescope
HD 17156,Radial Velocity,2007,Subaru Telescope
HD 173416,Radial Velocity,2008,Xinglong Station
HD 173416,Radial Velocity,2008,Xinglong Station
HD 174205,Radial Velocity,2022,Bohyunsan Optical Astronomical Observatory
HD 175167,Radial Velocity,2009,Las Campanas Observatory
HD 175167,Radial Velocity,2009,Las Campanas Observatory
HD 175167,Radial Velocity,2009,Las Campanas Observatory
HD 175167,Radial Velocity,2009,Las Campanas Observatory
HD 175541,Radial Velocity,2007,W. M. Keck Observatory
HD 175541,Radial Velocity,2007,W. M. Keck Observatory
HD 175541,Radial Velocity,2007,W. M. Keck Observatory
HD 175541,Radial Velocity,2007,W. M. Keck Observatory
HD 175607,Radial Velocity,2015,La Silla Observatory
HD 17674,Radial Velocity,2017,Haute-Provence Observatory
HD 176986,Radial Velocity,2017,Multiple Observatories
HD 176986,Radial Velocity,2017,Multiple Observatories
HD 177565,Radial Velocity,2017,La Silla Observatory
HD 177830,Radial Velocity,1999,W. M. Keck Observatory
HD 177830,Radial Velocity,1999,W. M. Keck Observatory
HD 177830,Radial Velocity,1999,W. M. Keck Observatory
HD 177830,Radial Velocity,1999,W. M. Keck Observatory
HD 177830,Radial Velocity,2010,W. M. Keck Observatory
HD 177830,Radial Velocity,2010,W. M. Keck Observatory
HD 178911 B,Radial Velocity,2001,W. M. Keck Observatory
HD 178911 B,Radial Velocity,2001,W. M. Keck Observatory
HD 178911 B,Radial Velocity,2001,W. M. Keck Observatory
HD 178911 B,Radial Velocity,2001,W. M. Keck Observatory
HD 178911 B,Radial Velocity,2001,W. M. Keck Observatory
HD 179079,Radial Velocity,2008,W. M. Keck Observatory
HD 179079,Radial Velocity,2008,W. M. Keck Observatory
HD 179079,Radial Velocity,2008,W. M. Keck Observatory
HD 179949,Radial Velocity,2000,Anglo-Australian Telescope
HD 179949,Radial Velocity,2000,Anglo-Australian Telescope
HD 179949,Radial Velocity,2000,Anglo-Australian Telescope
HD 179949,Radial Velocity,2000,Anglo-Australian Telescope
HD 180053,Radial Velocity,2018,W. M. Keck Observatory
HD 18015,Radial Velocity,2018,W. M. Keck Observatory
HD 18015,Radial Velocity,2018,W. M. Keck Observatory
HD 180314,Radial Velocity,2010,Subaru Telescope
HD 180314,Radial Velocity,2010,Subaru Telescope
HD 180314,Radial Velocity,2010,Subaru Telescope
HD 180617,Radial Velocity,2018,Calar Alto Observatory
HD 180617,Radial Velocity,2018,Calar Alto Observatory
HD 180902,Radial Velocity,2009,W. M. Keck Observatory
HD 180902,Radial Velocity,2009,W. M. Keck Observatory
HD 180902,Radial Velocity,2009,W. M. Keck Observatory
HD 181234,Radial Velocity,2019,La Silla Observatory
HD 181234,Radial Velocity,2019,La Silla Observatory
HD 181234,Radial Velocity,2019,La Silla Observatory
HD 181234,Radial Velocity,2019,La Silla Observatory
HD 181342,Radial Velocity,2009,W. M. Keck Observatory
HD 181342,Radial Velocity,2009,W. M. Keck Observatory
HD 181342,Radial Velocity,2009,W. M. Keck Observatory
HD 181342,Radial Velocity,2009,W. M. Keck Observatory
HD 18143,Radial Velocity,2022,Multiple Observatories
HD 18143,Radial Velocity,2022,Multiple Observatories
HD 181433,Radial Velocity,2008,La Silla Observatory
HD 181433,Radial Velocity,2008,La Silla Observatory
HD 181433,Radial Velocity,2008,La Silla Observatory
HD 181433,Radial Velocity,2008,La Silla Observatory
HD 181433,Radial Velocity,2008,La Silla Observatory
HD 181433,Radial Velocity,2008,La Silla Observatory
HD 181433,Radial Velocity,2008,La Silla Observatory
HD 181433,Radial Velocity,2008,La Silla Observatory
HD 181433,Radial Velocity,2008,La Silla Observatory
HD 181433,Radial Velocity,2008,La Silla Observatory
HD 181720,Radial Velocity,2009,La Silla Observatory
HD 181720,Radial Velocity,2009,La Silla Observatory
HD 183263,Radial Velocity,2004,W. M. Keck Observatory
HD 183263,Radial Velocity,2004,W. M. Keck Observatory
HD 183263,Radial Velocity,2004,W. M. Keck Observatory
HD 183263,Radial Velocity,2004,W. M. Keck Observatory
HD 183263,Radial Velocity,2004,W. M. Keck Observatory
HD 183263,Radial Velocity,2004,W. M. Keck Observatory
HD 183263,Radial Velocity,2004,W. M. Keck Observatory
HD 183263,Radial Velocity,2008,W. M. Keck Observatory
HD 183263,Radial Velocity,2008,W. M. Keck Observatory
HD 183263,Radial Velocity,2008,W. M. Keck Observatory
HD 183263,Radial Velocity,2008,W. M. Keck Observatory
HD 183263,Radial Velocity,2008,W. M. Keck Observatory
HD 183579,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
HD 183579,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
HD 183579,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
HD 184010,Radial Velocity,2022,Okayama Astrophysical Observatory
HD 184010,Radial Velocity,2022,Okayama Astrophysical Observatory
HD 184010,Radial Velocity,2022,Okayama Astrophysical Observatory
HD 18438,Radial Velocity,2023,Bohyunsan Optical Astronomical Observatory
HD 185269,Radial Velocity,2006,Lick Observatory
HD 185269,Radial Velocity,2006,Lick Observatory
HD 185269,Radial Velocity,2006,Lick Observatory
HD 185269,Radial Velocity,2006,Lick Observatory
HD 18599,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
HD 18599,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
HD 18599,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
HD 187085,Radial Velocity,2006,Anglo-Australian Telescope
HD 187085,Radial Velocity,2006,Anglo-Australian Telescope
HD 187123,Radial Velocity,1998,W. M. Keck Observatory
HD 187123,Radial Velocity,1998,W. M. Keck Observatory
HD 187123,Radial Velocity,1998,W. M. Keck Observatory
HD 187123,Radial Velocity,1998,W. M. Keck Observatory
HD 187123,Radial Velocity,1998,W. M. Keck Observatory
HD 187123,Radial Velocity,1998,W. M. Keck Observatory
HD 187123,Radial Velocity,2008,W. M. Keck Observatory
HD 187123,Radial Velocity,2008,W. M. Keck Observatory
HD 187123,Radial Velocity,2008,W. M. Keck Observatory
HD 187123,Radial Velocity,2008,W. M. Keck Observatory
HD 18742,Radial Velocity,2011,W. M. Keck Observatory
HD 18742,Radial Velocity,2011,W. M. Keck Observatory
HD 18742,Radial Velocity,2011,W. M. Keck Observatory
HD 188015,Radial Velocity,2004,W. M. Keck Observatory
HD 188015,Radial Velocity,2004,W. M. Keck Observatory
HD 188015,Radial Velocity,2004,W. M. Keck Observatory
HD 188641,Radial Velocity,2022,Multiple Observatories
HD 189567,Radial Velocity,2021,La Silla Observatory
HD 189567,Radial Velocity,2021,La Silla Observatory
HD 189733,Radial Velocity,2005,Haute-Provence Observatory
HD 189733,Radial Velocity,2005,Haute-Provence Observatory
HD 189733,Radial Velocity,2005,Haute-Provence Observatory
HD 189733,Radial Velocity,2005,Haute-Provence Observatory
HD 189733,Radial Velocity,2005,Haute-Provence Observatory
HD 189733,Radial Velocity,2005,Haute-Provence Observatory
HD 189733,Radial Velocity,2005,Haute-Provence Observatory
HD 189733,Radial Velocity,2005,Haute-Provence Observatory
HD 189733,Radial Velocity,2005,Haute-Provence Observatory
HD 189733,Radial Velocity,2005,Haute-Provence Observatory
HD 189733,Radial Velocity,2005,Haute-Provence Observatory
HD 189733,Radial Velocity,2005,Haute-Provence Observatory
HD 189733,Radial Velocity,2005,Haute-Provence Observatory
HD 189733,Radial Velocity,2005,Haute-Provence Observatory
HD 189733,Radial Velocity,2005,Haute-Provence Observatory
HD 189733,Radial Velocity,2005,Haute-Provence Observatory
HD 189733,Radial Velocity,2005,Haute-Provence Observatory
HD 189733,Radial Velocity,2005,Haute-Provence Observatory
HD 189733,Radial Velocity,2005,Haute-Provence Observatory
HD 189733,Radial Velocity,2005,Haute-Provence Observatory
HD 190007,Radial Velocity,2020,Multiple Observatories
HD 190228,Radial Velocity,2022,Multiple Observatories
HD 190228,Radial Velocity,2022,Multiple Observatories
HD 190360,Radial Velocity,2003,Haute-Provence Observatory
HD 190360,Radial Velocity,2003,Haute-Provence Observatory
HD 190360,Radial Velocity,2003,Haute-Provence Observatory
HD 190360,Radial Velocity,2003,Haute-Provence Observatory
HD 190360,Radial Velocity,2003,Haute-Provence Observatory
HD 190360,Radial Velocity,2003,Haute-Provence Observatory
HD 190360,Radial Velocity,2003,Haute-Provence Observatory
HD 190360,Radial Velocity,2003,Haute-Provence Observatory
HD 190360,Radial Velocity,2005,W. M. Keck Observatory
HD 190360,Radial Velocity,2005,W. M. Keck Observatory
HD 190360,Radial Velocity,2005,W. M. Keck Observatory
HD 190360,Radial Velocity,2005,W. M. Keck Observatory
HD 190647,Radial Velocity,2007,La Silla Observatory
HD 190647,Radial Velocity,2007,La Silla Observatory
HD 190647,Radial Velocity,2007,La Silla Observatory
HD 190984,Radial Velocity,2009,La Silla Observatory
HD 190984,Radial Velocity,2009,La Silla Observatory
HD 191806,Radial Velocity,2016,Haute-Provence Observatory
HD 191806,Radial Velocity,2016,Haute-Provence Observatory
HD 191806,Radial Velocity,2016,Haute-Provence Observatory
HD 191939,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
HD 191939,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
HD 191939,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
HD 191939,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
HD 191939,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
HD 191939,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
HD 191939,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
HD 191939,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
HD 191939,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
HD 191939,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
HD 191939,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
HD 191939,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
HD 191939,Radial Velocity,2022,W. M. Keck Observatory
HD 191939,Radial Velocity,2022,W. M. Keck Observatory
HD 191939,Radial Velocity,2022,W. M. Keck Observatory
HD 191939,Radial Velocity,2022,W. M. Keck Observatory
HD 191939,Radial Velocity,2022,Multiple Observatories
HD 192263,Radial Velocity,1999,La Silla Observatory
HD 192263,Radial Velocity,1999,La Silla Observatory
HD 192263,Radial Velocity,1999,La Silla Observatory
HD 192263,Radial Velocity,1999,La Silla Observatory
HD 192263,Radial Velocity,1999,La Silla Observatory
